date,CNC_return,MRK_return,UHS_return,BMY_return,REGN_return,ALGN_return,AMGN_return,ABT_return,VRTX_return,BIIB_return,COO_return,ABC_return,DVA_return,PDCO_return,CERN_return,WAT_return,ALXN_return,HOLX_return,VAR_return,PKI_return,XRAY_return,IDXX_return,ILMN_return,HSIC_return,MCK_return,LH_return,PRGO_return,GILD_return,HUM_return,UNH_return,A_return,BAX_return,ISRG_return,BDX_return,CAH_return,CVS_return,JNJ_return,PFE_return,TMO_return,EW_return,MYL_return,SYK_return,BSX_return,RMD_return,LLY_return,CI_return,MTD_return,HCA_return,DHR_return,DGX_return,MDT_return,INCY_return,avg_return
2012/01/04,-0.016495876030992118,0.001044386422976773,-0.01856271546009025,-0.019137389317337772,0.02480949849370906,0.019206680584551217,-0.005459366713461256,-0.003878702397743239,-0.000930809804529753,0.0019383259911893713,-0.000706514059629737,0.003414762280010475,0.00259302476338652,-0.017000000000000015,-0.01334932054356508,-0.019620753226231136,-0.003967691653677052,0.003923766816143592,-0.014862914862914911,-0.011165048543689382,-0.00028264556246482275,-0.0013908205841446364,-0.009454774661203924,-0.0030413625304136493,-0.00578325370882582,0.001388888888888884,-0.03510908168442406,0.003822264691830002,0.018113891090229872,0.014565935133035612,-0.007949561403508776,-0.01741195092995651,-0.01011212418884766,-0.017058428475486886,-0.0067502410800384105,0.00674373795761074,-0.006071645415907545,-0.00910332271279013,-0.02025586353944553,-0.016111111111111076,-0.018735891647855496,0.003524574113961121,-0.00932835820895539,-0.024599765716516897,-0.026076555023923365,-0.0004626416840156633,-0.0013124220749392013,-0.038817005545286554,-0.0018575851393189957,-0.00242256445751865,-0.009821659343499545,-0.014009339559706513,-0.006795718103393157
2012/01/05,0.044472681067344366,0.010432968179447055,0.02837071061875185,-0.005241700640652547,0.05377831575306935,-0.009012699713232264,0.010194479297365167,-0.0023008849557522026,0.02857142857142847,0.013542033063665304,-0.00890837104072395,0.0075916230366492865,0.003103582050950404,-0.005425567989148838,0.011585514056550172,-0.009939556749496425,0.030160762555128562,0.025125628140703515,0.004101362238172035,0.007854688267059373,0.0008481764206955678,0.004937958976956258,0.00222717149220486,0.010067114093959662,-0.01593323216995457,0.004045307443365731,0.011147334104532503,0.011899095668729265,0.019459579673078986,0.006699846860643177,0.022381873445703304,0.0,0.011607465627275548,-0.006695818529653064,-0.00728155339805836,-0.0011961722488037507,-0.0012217470983506562,-0.0078089113458887915,0.008487486398258914,0.015669113495200504,-0.011272141706924366,-0.0011707317073170742,0.005649717514124353,-0.006805444355484469,-0.010071235568656411,0.0,0.011301662395689638,0.023557692307692335,0.004755996691480746,-0.0029488291413704015,0.004698512137822908,0.04533152909336935,0.007508150238030776
2012/01/06,0.03065693430656924,-0.006969540526587603,0.029952706253284278,0.0017564402810306134,0.07958647850344613,-0.019842910293509708,0.005433938829374485,-0.009047365620010628,0.028079710144927494,0.0020822488287350893,-0.004422884862319898,0.0025980774227072345,0.003222895449271679,0.008523695874531168,0.016658657696620116,0.005969339302672738,0.028172904294986978,0.011437908496731986,0.0051057622173598105,0.02873843156356548,-0.0059322033898305815,-0.0013859140733274433,0.008571428571428452,-0.0013591060102688957,0.010922641994346005,0.006216185104178651,-0.0009360374414977279,0.006114769520225716,0.0062172774869109215,0.0036128541547821857,0.0108108108108107,0.009665726943213881,-0.025192650207313205,0.004677397166047648,0.01613691931540351,-0.006946107784431166,-0.0087155963302753,-0.001388888888888995,0.027621924902891504,0.012925642807505078,-0.0009306654257794644,0.006055870287165588,-0.0074906367041198685,0.00443369609028621,-0.01042183622828774,0.009257116408238897,0.009421090247547337,0.04931892907468294,-0.005350895245935461,0.009220598469032781,0.014029618082618933,0.055016181229773586,0.008690184021163873
2012/01/09,0.029272898961284266,-0.002079542500649789,-0.004081632653061273,-0.009059029807130359,-0.004711962304301598,-0.04386334879797549,-0.00864731315626932,-0.0001790189760114691,0.047870778267254055,-0.005454545454545379,-0.008455144740613374,-0.0005182689816015662,-0.0003855050115649794,0.0006761325219744041,-0.005041752008823064,0.0016183412002694908,-0.00241773002014789,-0.002692514808831481,0.002757619738751771,0.005681818181818121,-0.004830917874395935,0.007570022710068125,0.0015738117721120215,-0.003629215182216816,0.013728231854582384,-0.0035465049765472934,0.005205080158234399,-0.00116877045348307,0.01084010840108407,-0.0011367942402426001,0.026203208556149882,-0.007977662544874309,-0.019458780772679263,0.0043817609201697305,-0.007699711260827691,0.00795947901591898,0.0015424957581366971,0.011590171534538785,0.0010499790004201426,-0.003430296377607056,0.011178388448998655,0.005825242718446644,0.00943396226415083,-0.0040128410914928025,-0.0017552657973921582,0.0038981884888786844,0.005084899588053471,-0.030886302596240034,0.005172770535899041,0.00034476814342365714,0.006917755572636297,-0.0015337423312884457,0.0007446884537007711
2012/01/10,0.0,0.0033862985152384173,-0.05020491803278693,0.020937776467118807,0.13683567501527172,0.029113365681517234,0.022897196261682184,0.0046553267681288535,0.017937219730941756,8.705493166183409e-05,0.005058534470299358,0.011407829919626522,0.010669751896130508,0.0023648648648648685,-0.00728424386381632,-0.0017503702706340718,0.0055203985458462945,0.012419006479481576,0.006079027355623046,0.024482109227872195,0.014277555682467247,0.004758327072376556,0.03739786297925818,0.012293215966004079,-0.000877742946708393,0.006888633754305484,0.031275890637945336,0.03557219751930729,0.011367292225201053,-0.0018968133535660625,0.01875977071391355,0.0088459991958183,-0.002901439645625725,0.011860940695296529,0.0038797284190106307,0.0038286671452500975,0.004158324349299081,0.005499541704858002,0.029368575624082238,0.024232410849511332,0.02210962690004603,0.008880308880308885,0.033644859813084294,0.053182917002417396,0.013062044712383702,0.04317039744175433,0.035350690704494925,0.03741339491916862,0.0238781391519145,-0.009994830260210197,-0.0050890585241729624,-0.013210445468510024,0.014530747842783695
2012/01/11,0.006651376146789012,-0.002855659397715593,0.0453074433656957,-0.015020219526285294,0.03922622246104246,0.026575225032147598,0.011116186995584032,-0.012297273213330961,0.02753303964757703,0.007224930362117021,0.017975266033937398,-0.010253781081773883,-0.0007631645891631456,0.025615099427030552,0.0049449672994097416,0.01685999460480181,-0.013926084627745139,0.010666666666666602,-0.0007193209610130147,0.012408088235294157,0.00929054054054057,0.009596211365902496,0.03029385034837917,0.018890554722638564,-0.011420682730923781,-0.003534777651083232,-0.02169110263105034,0.003389830508474523,0.002226699183543568,0.007411630558722848,-0.004603580562659859,0.013551215623754498,0.015015904395921709,0.007006197790353053,0.004347826086956497,0.0021454112038139517,-0.0010736196319020008,-0.001823154056517895,0.01834114530262876,-0.0013442667025137522,0.005407841369986288,0.014542671259089257,0.001808318264014508,0.012624330527926553,-0.008678403173816074,0.0019706590759798193,0.004329807632832416,0.05966162065894931,0.010454362685967,-0.005395996518711921,0.0023017902813298186,0.0068493150684934,0.0076569452630401115
2012/01/12,0.003873319662793362,0.005206977349648589,-0.033797729618162964,0.0005865102639295294,0.011633919338159382,0.03173277661795404,0.017168674698795128,-0.004691447130999782,-0.006698821007502631,0.005098954282257484,-0.005509252719310687,0.00595700595700599,0.004073319755600657,0.018731514952349704,-0.015873015873015928,0.017508953442100905,0.009234111895708663,0.016358839050132135,0.03224877627411482,0.015433499773036763,0.015062761506276168,0.0018516232563881019,0.06527491914142902,0.0005885815185404653,-0.007871016884600568,0.002059732234809486,0.000718538287825865,0.011261261261261257,-0.006665256030469746,-0.0026410111299755012,0.01541623843782114,0.018285489579237035,0.0025823174837003027,-0.0006689858175006336,0.006734006734006703,0.002616555661274944,0.001535390756947752,0.004109589041095818,-0.0038022813688212143,-0.0018845066630771568,-0.0013446884805019543,-0.009996227838551475,0.0036101083032489267,-0.015867019267094773,0.005002501250625402,-0.008304195804195724,0.008683870173061603,-0.020168067226890796,0.010744130521289197,0.00017500875043752195,-0.00867568257208462,0.015460729746443969,0.004464640413972148
2012/01/13,-0.004312301407172092,-0.007511007511007528,-0.013885180240320483,-0.009378663540445475,0.008433427038078145,-0.025495750708215414,0.0008883624518802868,0.004894851341551876,-0.007013757755597427,-0.0023215821152192673,0.006676136363636287,-0.026776519052523318,-0.005451318458417731,-0.023870967741935423,-0.007096774193548372,-0.008473471516099451,0.004036598493003307,0.0,-0.023012552301255318,-0.002235136343316957,-0.008244023083264551,0.017989157220305696,-0.014352746342809697,-0.0011764705882352233,-0.011644273832373764,-0.007194244604316502,-0.0048210072827982176,-0.0002227171492203972,0.008733624454148492,-0.003215434083601143,-0.011639676113360364,-0.009461285962541033,0.0028594503743479827,0.002945508100147265,-0.014572384137601535,0.0,0.000459911083857234,-0.006821282401091366,-0.008638007231819955,-0.01267700606877964,-0.02558348294434476,-0.014478948371118405,-0.007194244604316502,-0.009596928982725572,-0.005973120955699351,0.005068312031732081,-0.001160092807424573,0.024871355060034128,-0.006102362204724265,-0.0059492563429570655,-0.005148005148005175,0.027405602923264327,-0.0047584555229272345
2012/01/17,0.014132664691133057,0.013048016701461274,-0.0029786081776332907,-0.002366863905325367,-0.011784085149518564,0.034468438538206136,0.006952662721893432,0.0050514162006134455,-0.008149959250203898,0.007498060846332866,-0.02328206575419789,0.013227513227513255,0.0035691523263226,0.007270323859881023,-0.011695906432748537,0.022613726005784818,0.03336906995443578,-0.008826583592938864,0.0049964311206283085,0.017025089605734678,0.0002770850651150347,0.0012103606874847017,0.008120974516941937,0.002944640753828054,0.002718798549974144,0.018403496664366248,0.00896722325293764,0.030519046558253438,0.008341252243691422,0.016508538899430603,0.023809523809523725,0.012475633528265195,0.012885229845028823,0.004538779869176501,0.0121212121212122,0.0092526690391459,-0.0021452650934722373,0.004349816849816834,0.010334346504559333,-0.013112962710012166,-0.006448641179180092,0.005412719891745521,0.0018115942028986698,0.012790697674418539,0.0022533800701052265,0.02324051743038802,0.02805788862399905,0.00502092050209213,0.006734006734006703,0.00809716599190291,0.009831824062095817,0.004742145820983978,0.00746544450611727
2012/01/18,0.0017981568891884958,0.0012879958784131063,0.003530689842476953,0.00029655990510080166,0.011924605718681924,-0.004817342432757998,0.016894373439106936,-0.006282534553940122,0.02629416598192269,0.0021385799828914642,0.007945680439179315,0.019321148825065304,-0.003556458783183003,-0.0036089238845143923,0.002465483234713961,-0.019156595525842035,-0.001556218389314079,0.009952854897852248,0.003409090909090917,0.02026431718061672,0.02880886426592788,0.016682785299806602,0.008333333333333304,0.008807985907222537,-0.019109102646869047,-0.0007906031172352224,0.020022474205741103,0.02702118460873315,-0.010261780104712126,0.006906850849355939,0.032008002000500246,-0.003658067000385068,0.011818807199132086,0.016345514950166118,0.012934131736527021,0.01316408086506815,0.002457002457002311,0.001595623432869786,0.026674689129562834,0.07515570934256055,0.012517385257301727,0.0030763314747164205,0.03435804701627476,-0.00497512437810943,0.003747189607794077,0.005785301049924918,0.017540790673135298,0.009991673605328932,0.014755065905960985,0.0001746114894358719,0.002305918524212025,0.036578171091445455,0.009602278415124585
